iter	RMSE
0	0.02493305362
1	0.02373549159
2	0.02263029613
3	0.02155908225
4	0.02057365666
5	0.01960535786
6	0.01878015248
7	0.01797657236
8	0.0171789035
9	0.01642327432
10	0.01572847315
11	0.01505131623
12	0.01441079777
13	0.01383694585
14	0.01325835934
15	0.01272785441
16	0.0122415349
17	0.01173787945
18	0.01127824129
19	0.01084777971
20	0.01043490583
21	0.01005760034
22	0.009676183563
23	0.009324607837
24	0.008981646793
25	0.008667253017
26	0.008373544573
27	0.008126078941
28	0.007862110968
29	0.007612293462
30	0.007394021941
31	0.007172014162
32	0.006971264882
33	0.006781534185
34	0.006599180738
35	0.00642158753
36	0.006254471965
37	0.006088961741
38	0.005934500419
39	0.00579620735
40	0.005674222468
41	0.005539311184
42	0.005416792187
43	0.005294884556
44	0.005178160284
45	0.005076753839
46	0.004949181627
47	0.004855875838
48	0.004776500843
49	0.0046783445
50	0.00459432068
51	0.004511139972
52	0.004444179065
53	0.004372248991
54	0.004303600115
55	0.004229915096
56	0.004173455286
57	0.004107745591
58	0.004056067338
59	0.003996381561
60	0.003949680873
61	0.00387507592
62	0.003815257173
63	0.003771534886
64	0.003728385222
65	0.003682781095
66	0.003642143889
67	0.003601320169
68	0.003562923422
69	0.003521395579
70	0.003482973536
71	0.003436904679
72	0.003398652681
73	0.003372469483
74	0.003341171984
75	0.003315368137
76	0.003275274676
77	0.0032375924
78	0.003211927252
79	0.003189956185
80	0.003165605727
81	0.003148014922
82	0.00312261115
83	0.003094303197
84	0.003073456352
85	0.003053555613
86	0.003033779763
87	0.003013974152
88	0.002998312198
89	0.002976684842
90	0.002963238746
91	0.002947801896
92	0.00293470514
93	0.00291582061
94	0.00290038378
95	0.002888468315
96	0.00287493043
97	0.002862962231
98	0.002851857318
99	0.002838305963
100	0.002826801282
101	0.002817297286
102	0.002804129241
103	0.002795276919
104	0.002787073371
105	0.00277882064
106	0.002770452172
107	0.002760119397
108	0.002750042076
109	0.002740948036
110	0.002734471694
111	0.002728389991
112	0.002720668071
113	0.002713579239
114	0.002707810515
115	0.002698583183
116	0.002689394793
117	0.002682759331
118	0.002674235935
119	0.002667660788
120	0.002662514649
121	0.002657033119
122	0.002650583764
123	0.002646697921
124	0.002638786255
125	0.00263146929
126	0.002627086376
127	0.002620678914
128	0.002617051733
129	0.002610247532
130	0.002605436686
131	0.002598868069
132	0.002594658047
133	0.002590971779
134	0.002586905088
135	0.002582416663
136	0.002577835485
137	0.002573130645
138	0.002566152598
139	0.002562698814
140	0.00255852123
141	0.002555734058
142	0.00255123873
143	0.002548029351
144	0.002541148259
145	0.002536884193
146	0.002532568635
147	0.002528718661
148	0.002524586188
149	0.002521201358
150	0.002516782211
151	0.002513337267
152	0.00251002604
153	0.002507017045
154	0.00250454888
155	0.002501148544
156	0.002498088721
157	0.002495978087
158	0.002492382145
159	0.002489809339
160	0.002487513511
161	0.002484453042
162	0.002481698895
163	0.002478210819
164	0.002475236539
165	0.002471235561
166	0.002468409532
167	0.00246611663
168	0.00246409057
169	0.002461516127
170	0.002458177535
171	0.002456221083
172	0.002454506169
173	0.002452961017
174	0.002450344348
175	0.002447689971
176	0.002444816648
177	0.002442313929
178	0.002440490407
179	0.00243856488
180	0.002436318069
181	0.002433766141
182	0.002431110966
183	0.002429518697
184	0.002427337505
185	0.002426360612
186	0.002423070105
187	0.002421803058
188	0.002419666331
189	0.002416435915
190	0.002413448323
191	0.002411090891
192	0.002409711021
193	0.00240743061
194	0.002405283762
195	0.002403640189
196	0.002401226615
197	0.002399393918
198	0.002396767472
199	0.002395430606
200	0.002393851169
201	0.002391596831
202	0.00238995205
203	0.002387456703
204	0.002384665482
205	0.002382776093
206	0.002381788457
207	0.00237932794
208	0.002378119987
209	0.002377064263
210	0.002375941105
211	0.002374796315
212	0.002373013031
213	0.002371126022
214	0.002369497506
215	0.002368526993
216	0.00236619906
217	0.00236445004
218	0.002363382982
219	0.00236172372
220	0.002359560708
221	0.002357897448
222	0.002356993793
223	0.002354985043
224	0.002353340189
225	0.002352116634
226	0.002349953606
227	0.002348464695
228	0.00234760642
229	0.002346908842
230	0.002345563833
231	0.002344405905
232	0.002343073516
233	0.002342170163
234	0.002340692155
235	0.002339447396
236	0.00233857584
237	0.002337655021
238	0.002335472689
239	0.002334130901
240	0.002333244409
241	0.002331499107
242	0.002329835275
243	0.002328334506
244	0.002326874966
245	0.002325948586
246	0.002324308238
247	0.002323334018
248	0.002321809626
249	0.002320052667
250	0.002318908059
251	0.002316852448
252	0.002315230338
253	0.002313797529
254	0.002312956273
255	0.002311892371
256	0.002311167588
257	0.002310072268
258	0.002309421705
259	0.00230790278
260	0.002306479544
261	0.002305942787
262	0.002304211307
263	0.002303082884
264	0.002301720818
265	0.002300102372
266	0.00229866323
267	0.002297556987
268	0.002296666997
269	0.002295536207
270	0.002294099342
271	0.002292988932
272	0.002291643638
273	0.002290572346
274	0.002289388537
275	0.002288245424
276	0.002287000478
277	0.002285707036
278	0.002284781263
279	0.002283465416
280	0.002282702713
281	0.002282002931
282	0.002281050371
283	0.002280055316
284	0.002278205856
285	0.002277220168
286	0.00227669759
287	0.002275330158
288	0.002274307871
289	0.002273806764
290	0.002272852388
291	0.00227181673
292	0.002271173671
293	0.002270225936
294	0.002269358063
295	0.002267516194
296	0.002266642894
297	0.002266050227
298	0.002264707368
299	0.002263083574
300	0.002262233794
301	0.002261108315
302	0.002260299483
303	0.002259694587
304	0.002258033892
305	0.002257388369
306	0.002257007557
307	0.002255510986
308	0.002254644989
309	0.002254374799
310	0.002253793221
311	0.002252794575
312	0.002251711091
313	0.002250797871
314	0.002249569316
315	0.002248992532
316	0.00224777003
317	0.002246733736
318	0.002246345665
319	0.002244813144
320	0.002243814939
321	0.002242263949
322	0.002241498509
323	0.002240298646
324	0.002239463985
325	0.00223804944
326	0.002236959059
327	0.002235725553
